_id,search_text,title,link,comp_name,query_id,addresses,emails,telephone_numbers,guided_lda_results,textrank_results,kpe_results,wordcloud_results_tri,oc_cp_info,dnb_cp_info,linkedin_cp_info,comp_type_pred,company_size_li,description_li,founded_li,headquarters_li,image_li,industry_li,name_li,num_employees_li,specialties_li,type_li,website_li,agent_address_oc,agent_name_oc,alternative_names_oc,business_classification_text_oc,company_number_oc,company_type_oc,directors_or_officers_oc,incorporation_date_oc,jurisdiction_oc,previous_company_numbers_oc,registered_address_adr_oc,registry_page_oc,status_oc,company_address_dnb,company_contacts_dnb,company_related_industries_dnb,company_revenue_dnb,company_snapshot_dnb,company_summary_dnb,company_tp_dnb,company_trade_name_dnb,company_type_dnb,company_web_dnb,alexa_rank,alexa_pageviews,important_person_company,google_cp,Company Type_cb,Contact Email_cb,Facebook_cb,Founded Date_cb,Founders_cb,Headquarters Regions_cb,IPO Status_cb,Industries_cb,Number of Employees_cb,Operating Status_cb,Phone Number_cb,Twitter_cb,Website_cb,comp_description_cb,comp_headquaters_cb,comp_name_cb,google_tp,google_address
5eb65f2cde8cab37cd68dffd,www.navitas.com/,Navitas - leading global education provider,https://www.navitas.com/,Navitas,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb6603b6e69c6f2e1092cf8,gotoassignmenthelp austraila,Assignment Help Online @40% off Assignment Help Australia's,https://www.gotoassignmenthelp.com/,gotoassignmenthelp austraila,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb661a6796445df9bfd756d,www.governanceinstitute.com.au,Governance Institute of Australia,https://web.governanceinstitute.com.au/home/,Governance Institute of Australia,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb6631b245b7e033d0f92ed,www.gradchat.com,Gradchat - Your Campus Network,http://www.gradchat.com/,Gradchat,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb66401b0e60a643fae0467,www.gradconnection.com/,Connect with GradConnection in your country,http://www.gradconnection.com/,Gradconnection,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb6651284c93e9e1b685024,www.growingup.co.nz/,Growing Up in New Zealand,http://www.growingup.co.nz/en.html,Growing Up in New Zealand,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb66682dc99a524418da337,www.guiix.com,Guiix | Crunchbase,https://www.crunchbase.com/organization/guiix,Guiix,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb667a554cc6bc47dbfea44,www.heropa.com,Heropa – Cloud-based Labs for Sales Demos_ POCs and ...,https://www.heropa.com/,Heropa,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb6688cf9acda3a876322e4,www.humanedge.biz/,Human Edge Software,https://www.humanedge.biz/,Human Edge Software Corp,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5eb669883e6dc49bd6f1540f,www.ignia.com.au/,Insight Australia: Computer Hardware_ Software_ Technology ...,http://ignia.com.au/,Ignia,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
